SubjectID,X-Grade
896ba209d8b0c5cdfdacb8b2d45dae08ba41a114dde0bc6ac633dd8a772d66f3,18.0
fcf731e2be9a1377e7aed9c84be49e59ff2b3595fd86235d37d58011462b8fcf,55.16
5a703f620dbab029a3ac801c3fc85ef4327a5f0a751b852f650bf14b9b44459b,49.0
4b9647fd16286b9d48f8957d016408d48324837a2dc4726070225737e5764791,41.25
7e93bf8ba9708c55865983f7a83a39ac766ee84bccbb1df4d9f9a37e7b3bdb43,77.5
8c496c831c776415f7491e6de8457bb88c62eefeff270c8e0dbec39b78b9413d,72.99
1274deb6dd5637d775d619b4b2449b40dd2179007cb88f0e36b1ccf91f18dd6e,65.26
ca1b7797566e850c3e583a2fbda610a51d5504ca9b0d611a0a3e2770c912d52d,48.0
d24b87329bb09b449a89676a4e96858c289cdfad521c03fb9ce166a83aceb603,63.22
15c5366a784c8d6598742c335e8b43b08f1942248cfd1c1ca6dd8bca414aac97,74.91
c92956e2fca1ca7ed686bda9b6fc3d11a9e75795107d24b4df9333b5818c4b5a,61.9
2ffb606aea8bd4eef9727bf7981c9005a53d3cf6e71d9728f4b1b857bf402e9a,57.56
31b11d75b4a9a6d590424f3421ca62cccd2f2cd81855c0851712ce03213627ac,79.26
0d38364f7e61ffa23af02082de12cb8c5786cddea6f83ae2156aa0cb41ec5509,53.75
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,68.25
7a6026fd215e0059f3d620352b64b05a944244be51bbf22adc94eab05648a6d9,80.99
1ec64cfe094fceca729f1241b83dde22ed39131b6494448919af8cb2308cc0f3,48.44
a1a57315af0421443e73ff39f4cc4afaabfb05e5c435fafd3504fd91ab223453,46.5
ad1624c5c3a02a3a3b3dcb044b912998b64ca2e7cd54abe79476f86a41a3234b,55.71
2b3914caff931aa5015d0eb4aaafd67d3bdfdd372af2fba048c8bacd98896fdc,86.5
5f1183e16dafd122ced695b93e88ae02e9f396ed43ba8fd6ec0dbd993eaf8521,57.45
d1d635ae1d95cf0b57cba7b6bff6d45b693428120d558da8747c3a0887190d23,65.25
f0dced10510747eeee05ecf186c421f025d256f9870b17e7fb2335463ae079ac,69.47
570df8c7a9f77bb2889ba29eb35271e4e2340fd1709d075882800ac637643e15,37.75
321ceeadc24ba2a88fba401927295f3c972429fcf3873d45a5cd9134279987cb,85.03
b2a86b80a5c45b9984072faf901f8f575e7c2884dc2188e770a0dfbb1677011c,66.59
9c8737c4d7c6be323f9cca6d673c3b7bdc7c6ed14bf93f7028c4794a90dd2d2b,48.43
cef23c3f251969f778435219b38afa60f2e41b3927e82fa6d43de8c59f93f883,71.09
4ed6af94d2babfb73aae073691a59e8e6a1beb6bfaf77b75dac470cfc3b33199,54.94
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,97.0
be42cc28c4a3e5675539645ce90caa0d1a62b727d8ff787c2a55738108e24067,32.03
aacfa383279c3315e3ceca1c24001612eae1e4b1a43330f2fa02fd448184748a,44.25
15e7a100916541060e16055751255f31e525b2bc2efcedc3081955d8aa18193b,85.66
f760a203bac325e547a23dd4a2f26a4109aadbeb44408262aea01f937e3a397e,67.88
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,56.25
831b82415f26f781c76d0c7427052516715d67868ec0faeaeffbb459f438c040,45.25
f9a8ea52803b55fada3310dd43a447a99dc03507c2607b06de916f5141da831a,66.46
91f4b01a80c26aa9a1fb14e48590dc76c949dc800166da4e8c7f86d5085b9a8c,78.28
109c6e9ad83923fec425f5948621a620bad8efb25d507dbead8bcfa627bc55e6,93.25
3cb67a933d12398e70b2725fb801a8834eecdf236a06ce510c4b0fc9332ed37e,73.88
86d73054aa9c80dbfbfce326489454f67087052ce0720f75ec87b849d851ce2b,47.78
4b8100007af443512c1dd509a1342436f9b963be101587975be2764314d0ca68,59.89
5e8589d4cd67c4b88f84e378d72875ccd07de5c9e20cc666bbf217de9d3567b4,89.45
8b18f5693d6822beefe70802cad008f0b0232654ea218fbce90ad8d6631c3a74,85.0
8630de5bd303be8b63ba99b787f0f5ed4422765c8917b234cb8a2af6b762ca1d,34.25
44d672753c127edb16541ef7388a9308087224b97a2e63469e3c0dbb93da30e8,97.0
d36a68faa57e320ce1eaff6a6def575a5337ee480ceab78d2bfc79c986e31760,88.32
e4380b18857e28837873b807b4ee2bee2e199a3536f56fb56fb5949de4c17a77,66.48
8e3904b8617f72128e381f7c47cffbfcce6e89ae1d265cef9d41361539b6d930,78.9
8c47875987c7407e6f060ddc413ab2f1ec8b5473085578e448ad4e40fa5a8864,69.8
9374207ccca084d388afce33e317d946326f30de271a7aeb78dcdac9c272a2b7,38.25
cf13a4b65841c7dceb8412708517c5be0cdedb328ac511655c4a95ee813d548b,38.25
fbb2114bce5532072b39ce9c805ea99509830cc0c4c36b58ea813398307284ed,88.01
8dd7d47134248a03ffb88fe97e5ab8501d976a5d539ff01c30727b79ede1424f,30.75
9de214703fa773e7cec3011c821477e05e32c1c3d4eab44ec9b842eb71efab53,59.53
88004885e79469596988ec6d6e8061843d12c39516326f4366b93059bf2e5e19,55.93
c602660fc0ddd630f6a203a3d61742439eb7d3c4c33d31ccb57e410bbb67e844,81.7
775c788e8a2f5f576ff0ee9289715b7dee98ea7c23ae8479ecb0461c09d5c0ff,54.75
bc1fc1980b744f6ddef463c42fe1a38facfc6bab71fd00d339b19943d55c3136,90.0
aa3e744d9ea1bfef5bac5c29b695be41bbe453b6bf59bb5ff04d04fe3ddb9b7e,76.25
4aec718f8185e90a5b0cf97a85857e677103220e78b5ed3c18da8b1e16d40b95,69.76
4f803c4f3466d829bc74ad7bf98f1767adad548d1c0d9e25b45b5b84b3220471,67.75
c8d01afd1e4a742fb48896441f92f6f4f1c21f02b0059b58f21e1c6efb099eb2,89.48
f933272f6c291384b9d3d937a7fb4122ebf5a47fd9362ef3b8f6213f2b0660dc,51.0
73da0df025bd69a83446ff2c9628a7f2f1ff34bff9e343059e17e4d31a6218d3,66.73
7018f9f84b61c5801779302689a34fef5b2e9d95f52479d9ef486efda2e55c21,59.0
fe545219144abfb405c64d3fed4f32dc348ece7afb0a814e646ef2f17e69bc7d,53.58
6269c7359593be379dd4d205e5a26a060242995f18689f94d78d85120725e51f,89.16
89b998636f98304acf1f5a475b5fad130ac8020d521969a48412173d2ac0971f,41.78
